raw_duration_ms,norm_by_session_mean,relative_ratio,is_tap,label
120.523,0.5277,1.0807,1,0
862.696,2.7941,2.3259,0,4
47.137,0.4174,0.3716,0,2
87.232,0.5986,0.3748,1,0
43.951,0.4863,0.3175,0,2
60.189,0.5619,1.1222,0,2
47.531,0.5607,1.4219,1,0
87.248,0.4897,1.275,0,2
48.181,0.7743,0.9178,1,0
45.75,0.5259,0.2757,1,0
78.909,0.5356,0.943,1,0
298.654,1.8661,1.1532,1,1
130.0,0.5788,1.0224,0,2
36.996,0.4306,0.2646,0,2
49.41,0.4686,0.716,0,2
52.906,0.878,0.8761,1,0
49.056,0.3818,1.062,1,0
277.076,1.7937,1.1362,1,1
172.567,1.5175,0.9463,1,1
115.044,0.4656,0.3172,0,2
92.254,0.7205,0.5383,0,2
45.927,0.4865,0.2642,0,2
98.193,0.3548,0.7854,0,2
85.511,0.5136,1.4867,1,0
109.723,0.4315,0.274,0,2
326.991,3.0578,2.7491,0,4
409.933,3.1002,2.3755,0,4
162.714,1.9526,3.078,0,3
162.346,1.9361,0.967,0,3
48.037,0.4884,0.8534,1,0
42.831,0.3774,0.3647,0,2
284.233,1.809,1.1732,0,3
133.588,1.0547,1.3501,0,2
499.344,3.0864,5.653,0,4
261.185,1.5253,1.0425,1,1
56.174,0.3751,0.1138,1,0
44.068,0.3719,0.2242,0,2
134.021,1.3672,3.3314,0,3
51.658,0.4199,0.3598,0,2
317.175,1.3858,0.8903,0,3
64.095,0.5458,1.1727,1,0
55.261,0.7514,1.2553,1,0
54.545,0.4232,0.3241,1,0
325.077,2.1815,4.223,1,1
46.669,0.5105,1.1999,1,0
56.053,0.5899,1.0665,1,0
129.494,1.4197,2.584,1,1
373.179,1.7129,4.0278,0,3
32.446,0.3272,0.2503,1,0
124.295,1.3724,2.3208,0,3
117.346,0.5227,0.321,0,2
109.611,0.9441,0.8941,0,2
348.142,1.0,1.0,1,1
145.325,1.5354,0.4991,1,1
80.842,0.683,1.5172,0,2
171.996,1.5331,1.0475,1,1
79.142,0.5772,1.0071,0,2
215.664,1.4623,2.5929,1,1
332.569,1.2647,2.8719,1,1
42.483,0.4269,1.2641,0,2
44.474,0.4974,0.1589,1,0
47.681,0.5226,1.0032,0,2
126.452,0.5711,1.1505,0,2
79.204,0.4859,0.8246,0,2
287.384,1.3154,0.9999,0,3
239.223,1.9696,0.9928,0,3
341.305,3.5209,8.0576,0,4
242.677,1.9423,1.1586,1,1
57.899,0.6184,1.0929,1,0
57.718,0.4905,0.9291,0,2
60.056,0.4556,0.261,1,0
101.977,0.3961,0.2377,0,2
106.885,0.4812,0.9834,1,0
60.773,0.5823,0.2674,0,2
76.762,0.4893,0.6989,0,2
76.331,0.4877,0.1385,1,0
42.386,0.5005,0.1026,1,0
46.574,0.7053,0.999,0,2
130.122,1.3835,1.1471,1,1
112.201,1.1982,2.3425,1,1
46.387,0.4914,0.2541,0,2
45.46,0.4626,0.9734,0,2
236.106,1.5617,1.0369,0,3
70.583,0.629,0.3644,1,0
206.199,1.0,1.0,1,1
65.863,0.4671,0.908,1,0
198.152,1.6186,1.114,1,1
52.123,0.3922,0.2736,1,0
96.397,0.4428,0.8079,0,2
84.44,0.4694,1.2185,0,2
588.616,3.5324,5.8418,0,4
271.267,1.7291,2.8861,1,1
161.203,1.2747,1.0442,0,3
111.8,0.5143,1.0932,0,2
52.224,0.4286,1.0203,0,2
48.468,0.4047,0.8636,0,2
371.415,2.0923,3.5161,0,3
54.301,1.0,1.0,1,0
99.431,0.4684,1.0555,1,0
47.644,0.4776,0.8975,0,2
120.393,0.4745,0.1385,1,0
53.502,0.6013,0.4588,1,0
301.588,1.4021,0.5744,1,1
126.869,1.0732,2.2385,1,1
317.135,1.2992,2.5462,1,1
49.842,0.5523,1.5578,1,0
52.417,0.4121,0.1151,1,0
117.774,0.5105,0.993,1,0
59.647,0.395,0.3371,0,2
64.134,0.498,0.8107,0,2
357.736,1.5161,0.9626,0,3
60.526,0.4589,1.0766,0,2
65.228,0.4504,0.2842,1,0
402.183,4.495,10.816,0,4
60.934,0.4721,1.0233,0,2
171.632,1.853,2.9625,1,1
315.975,1.4693,2.4754,0,3
152.884,1.026,1.0534,0,3
278.934,1.678,0.5292,1,1
181.986,1.7248,3.3142,0,3
486.618,3.8359,2.6413,0,4
82.908,0.4576,1.3408,1,0
78.972,0.6681,0.4797,0,2
44.57,0.4125,0.275,0,2
53.525,0.5879,0.4612,1,0
179.431,1.9195,4.3547,0,3
83.648,1.0,1.0,1,0
276.74,1.7366,1.1845,0,3
47.064,0.4934,0.3244,0,2
220.944,1.4779,1.2031,0,3
191.62,1.6725,0.819,0,3
351.467,1.8363,2.6439,0,3
45.754,0.4251,0.7131,0,2
41.536,0.4311,0.7617,1,0
44.0,1.0,1.0,1,0
210.525,1.4141,2.2919,0,3
118.869,0.4694,0.3709,0,2
91.791,0.4344,0.2644,1,0
50.454,0.4369,0.9219,0,2
63.956,0.5861,0.7195,0,2
73.401,0.6809,1.1135,1,0
168.104,1.4517,2.7901,0,3
66.255,0.5833,0.3722,0,2
41.68,0.3992,1.0523,1,0
134.578,1.6236,0.9819,0,3
71.31,0.5732,0.4044,1,0
62.396,0.3852,0.8495,1,0
46.175,0.9876,0.9754,0,2
54.411,0.5529,0.1394,1,0
174.108,1.4932,1.1505,1,1
57.349,0.5116,0.3337,1,0
83.933,0.4915,0.473,0,2
94.762,0.4696,0.2871,0,2
57.894,0.5337,1.0767,1,0
296.89,2.8393,6.4611,0,4
153.089,0.7226,1.6253,0,2
254.98,1.5137,1.1709,0,3
48.136,0.391,0.7028,0,2
96.526,1.009,0.5612,1,1
141.576,0.7457,0.1507,1,0
330.474,1.1143,2.4484,1,1
114.398,0.4488,0.9345,0,2
150.912,1.2073,1.2136,1,1
193.035,1.608,3.0471,0,3
85.479,0.5418,1.0317,1,0
196.171,1.7396,3.2878,1,1
66.792,0.5953,1.0991,0,2
53.053,0.5584,1.0858,1,0
676.418,3.8024,10.1592,0,4
93.954,0.6707,0.9734,1,0
81.218,0.4855,1.061,0,2
115.968,0.3992,0.393,1,0
367.864,1.3979,0.4076,1,1
406.473,1.7381,0.9682,0,3
55.805,0.4952,0.8593,1,0
111.522,0.5545,1.1715,1,0
47.043,0.6311,0.3129,0,2
60.411,0.5045,0.9576,1,0
160.978,0.6898,0.1715,1,0
82.465,0.4814,0.9446,0,2
62.565,0.3862,0.8849,0,2
63.026,0.5762,1.2423,1,0
249.587,1.7781,2.9837,0,3
117.37,0.4986,0.3117,0,2
223.409,1.3625,2.554,0,3
152.028,1.2975,2.8341,1,1
37.931,0.4125,0.2726,1,0
52.349,0.5981,1.131,1,0
128.018,1.5664,2.1447,1,1
132.849,0.6311,0.4569,1,0
169.238,1.1288,2.4876,1,1
35.761,0.4201,0.2326,1,0
406.41,3.9752,2.7592,0,4
71.196,0.5172,0.182,1,0
61.994,0.6658,1.2939,0,2
313.035,1.4087,2.8768,1,1
55.021,0.6737,1.1529,0,2
515.217,3.3031,6.8222,0,4
153.61,1.58,2.8064,0,3
378.949,1.6037,3.183,1,1
112.549,0.4789,0.4258,1,0
259.297,1.5722,3.9268,1,1
90.374,0.7561,1.3055,0,2
100.637,0.4984,0.2998,0,2
273.309,1.9176,3.7192,0,3
277.685,1.0,1.0,1,1
219.638,2.0313,3.7966,1,1
125.296,0.5411,0.3621,1,0
125.589,1.5665,2.494,1,1
162.877,1.3115,0.5207,1,1
46.481,0.5375,0.3276,1,0
46.755,0.6264,1.5019,0,2
84.54,0.3774,0.589,1,0
64.281,0.5849,0.7817,0,2
60.381,0.4694,0.8747,0,2
50.155,0.4634,1.2173,0,2
132.465,1.0781,0.7814,0,3
72.577,0.5988,1.2971,0,2
148.246,0.9668,0.542,0,3
47.31,0.5125,0.3227,0,2
49.416,0.5278,0.9032,0,2
51.477,0.6039,1.0336,0,2
65.302,0.4242,0.8355,1,0
71.801,0.4982,0.3536,0,2
121.066,0.603,0.8091,0,2
41.605,0.5027,0.7858,0,2
211.42,2.1986,3.7347,0,3
269.472,2.5121,6.8237,0,4
154.272,1.7763,2.8071,1,1
72.534,0.5083,0.2996,0,2
55.065,0.5537,0.3661,1,0
42.811,0.4227,0.2918,1,0
457.092,1.785,0.9481,0,3
141.06,1.7887,3.0785,1,1
64.842,0.5024,1.0848,0,2
307.904,1.3459,2.9598,0,3
47.099,0.4579,1.0289,0,2
206.625,1.2823,2.5929,1,1
483.856,3.9427,2.6377,0,4
56.871,0.5121,0.9826,0,2
144.493,0.6262,0.4557,1,0
111.507,0.4903,0.3672,1,0
475.767,3.7627,7.2685,0,4
69.738,0.6274,0.4281,0,2
139.108,1.1967,2.4682,1,1
54.447,0.3851,0.7421,1,0
152.788,2.0329,1.077,1,1
49.37,0.4804,0.9818,0,2
50.41,0.4289,0.8981,1,0
49.974,0.4351,1.1988,1,0
299.238,1.1667,2.4086,1,1
121.306,0.5429,1.1176,1,0
190.862,1.6037,4.0454,1,1
71.036,1.0467,0.9468,0,2
64.079,0.6292,1.1287,0,2
110.158,0.4983,0.9447,0,2
196.487,0.8076,1.8163,0,3
81.726,0.6071,0.3509,1,0
129.915,0.5221,0.3762,0,2
61.702,0.5618,0.9164,1,0
80.614,0.6174,0.3822,1,0
55.198,0.6432,1.1558,0,2
101.676,0.4779,1.2143,0,2
161.816,1.5737,1.2133,0,3
111.788,0.3658,0.2504,1,0
49.426,0.5685,1.293,1,0
125.073,0.5476,1.2606,0,2
120.141,0.4878,1.0669,0,2
61.671,0.4804,0.8095,0,2
46.769,0.4915,0.2772,0,2
65.829,0.5141,1.5044,1,0
107.864,0.5438,0.3214,0,2
56.196,0.5076,0.881,1,0
63.667,0.5286,0.9004,1,0
318.698,2.3234,4.4514,0,3
47.324,0.8442,0.8861,1,0
85.655,0.6882,1.4968,0,2
46.398,0.3698,0.752,0,2
140.341,0.6056,1.0831,0,2
69.912,0.4763,0.3027,1,0
354.747,1.4876,2.8222,1,1
204.652,1.6192,3.2507,1,1
51.723,0.6663,1.5974,1,0
53.962,0.6116,0.2011,1,0
140.449,0.6365,0.9232,0,2
123.262,0.4809,1.1194,1,0
428.375,1.7427,0.8293,0,3
163.618,1.7322,2.3319,0,3
94.409,0.4294,0.9261,0,2
53.881,1.0539,1.114,0,2
42.264,0.4431,0.331,0,2
47.463,0.4839,0.7669,1,0
452.066,3.5173,8.5794,0,4
58.793,0.4684,0.8331,1,0
253.841,1.6269,1.3934,0,3
131.402,0.5785,0.9162,0,2
101.235,0.7169,0.4311,1,0
56.031,0.4546,0.3303,0,2
174.032,1.4151,3.0321,1,1
133.068,1.3295,0.97,0,3
41.538,0.504,0.8374,0,2
46.759,0.5074,1.0476,1,0
84.563,0.536,0.4346,1,0
66.834,0.6603,1.0023,0,2
78.707,0.692,1.3174,0,2
50.109,0.5636,0.9239,1,0
174.094,1.8435,3.2461,1,1
160.88,1.0,1.0,1,1
110.761,1.082,0.3523,1,1
228.963,1.5694,2.1607,1,1
139.625,0.5508,1.0313,0,2
61.095,0.619,0.3404,0,2
131.605,0.58,0.4272,1,0
155.455,1.0438,2.4696,1,1
334.102,1.4764,3.1572,0,3
173.654,1.5845,2.2328,0,3
52.702,0.5909,1.1626,0,2
103.185,0.4601,0.9542,0,2
56.589,0.6099,1.3299,1,0
193.462,1.6301,3.4485,1,1
210.853,1.7393,0.9495,1,1
58.923,0.5681,0.3536,1,0
252.305,1.5596,3.0679,1,1
43.688,0.4376,0.9833,1,0
418.113,1.7815,3.3908,1,1
44.545,0.4996,0.2933,1,0
56.216,0.451,0.1247,1,0
69.78,0.5547,1.0358,0,2
356.814,3.0929,2.1144,0,4
79.671,0.4922,0.9219,1,0
81.089,0.8735,1.4806,1,1
77.101,0.5834,1.0238,0,2
68.618,0.7369,0.5697,1,0
114.573,0.4928,0.2397,0,2
431.355,2.8812,4.4437,0,4
73.117,0.6091,0.4515,0,2
61.724,0.6061,0.4079,0,2
55.578,0.6929,0.9147,1,0
148.309,1.691,2.6348,1,1
60.768,0.5386,1.2672,1,0
116.476,0.4693,1.201,1,0
196.947,1.2206,0.9051,1,1
58.815,0.729,0.9263,0,2
80.218,0.5273,0.4592,0,2
109.28,1.0135,2.5738,1,1
452.538,1.6973,3.5924,0,3
128.416,1.1613,1.2458,0,2
94.266,0.771,1.148,1,0
71.72,0.77,1.1718,1,0
351.016,1.4028,3.4485,0,3
481.118,1.6158,0.6176,1,1
42.646,0.4447,0.366,0,2
239.25,1.588,0.8922,0,3
144.212,1.3328,0.8045,1,1
278.842,1.9116,3.7782,1,1
56.798,0.4865,0.8821,1,0
336.548,1.4034,3.6204,1,1
132.518,2.0399,2.6542,1,1
241.399,1.4468,1.4748,1,1
115.687,0.4191,0.2996,0,2
163.913,1.3655,0.8554,0,3
119.432,0.5213,0.8568,1,0
53.641,0.3951,0.1254,1,0
75.614,0.437,0.1065,1,0
110.872,1.1582,0.3062,1,1
535.872,4.7639,3.4363,0,4
40.662,0.4183,0.1446,1,0
147.836,0.5435,0.5097,0,2
161.309,1.5119,3.1046,0,3
84.153,0.3308,0.65,0,2
37.066,1.0,1.0,1,0
315.078,1.3684,2.5021,0,3
73.156,0.5446,1.1278,1,0
60.357,0.5617,0.3573,1,0
123.331,0.5088,0.3681,0,2
109.451,0.4821,0.3177,1,0
228.841,1.2991,2.1053,0,3
398.59,1.616,0.6551,1,1
182.082,1.681,2.8187,1,1
122.964,0.5192,0.2809,1,0
56.593,0.4185,0.7514,0,2
184.377,1.6272,3.5164,1,1
483.545,2.7669,2.0592,0,4
71.527,0.6409,0.3389,1,0
171.134,1.6758,3.7068,0,3
53.652,0.437,0.8299,1,0
64.425,0.5579,1.0251,1,0
70.317,0.4791,0.8342,1,0
55.307,0.4388,0.9703,1,0
65.379,0.5689,0.3368,1,0
286.974,1.3035,0.9566,1,1
145.314,1.4874,1.0305,0,3
136.4,0.6083,0.8033,1,0
134.653,1.3797,0.831,0,3
48.668,0.5125,1.0764,1,0
109.669,0.4659,0.4731,0,2
150.226,1.3942,2.6954,1,1
48.383,0.3594,0.6681,0,2
49.947,0.5669,0.2705,0,2
49.416,0.4096,0.3448,0,2
43.49,0.4363,0.9152,0,2
84.787,0.5029,0.321,0,2
50.988,0.5525,0.35,0,2
193.104,1.2339,2.004,1,1
100.708,0.6341,0.4366,1,0
60.16,0.4852,1.0128,0,2
65.631,0.5614,0.3206,0,2
87.054,0.4477,0.3371,0,2
130.244,0.5849,0.8849,1,0
67.367,0.497,0.2632,1,0
48.916,0.6208,1.0929,1,0
405.55,1.6545,1.1614,1,1
62.339,0.5959,1.1255,0,2
233.61,1.3732,1.0253,1,1
218.943,1.3971,2.5282,1,1
47.492,0.5161,0.9311,1,0
32.993,0.3455,0.2106,1,0
366.673,3.399,2.1856,0,4
58.473,0.4481,0.3642,0,2
94.996,0.6223,0.3726,1,0
65.721,0.5302,0.4361,1,0
56.196,0.4445,0.254,1,0
150.323,1.9312,5.5054,1,1
81.991,0.5586,1.0022,0,2
262.086,1.6576,1.0203,1,1
46.352,0.4188,0.2866,0,2
64.949,0.5175,1.0972,1,0
34.716,0.3481,0.8677,0,2
58.323,0.655,0.3475,1,0
150.375,1.0616,1.7803,0,3
57.693,0.4992,0.9304,0,2
187.223,1.2083,3.0156,1,1
48.794,0.502,0.3013,0,2
121.152,0.5267,1.0026,0,2
286.176,1.0633,0.7934,0,3
89.607,0.5687,1.3378,1,0
133.757,0.5659,0.9474,0,2
300.041,1.9461,1.9122,0,3
309.586,1.3999,3.7462,1,1
50.66,0.5152,0.4178,1,0
67.171,0.344,0.266,0,2
63.946,0.5823,0.9901,0,2
398.648,1.5929,4.5889,0,3
307.891,1.8862,1.1062,0,3
237.047,2.0907,3.6756,1,1
45.919,0.3809,0.769,1,0
139.596,1.1529,2.7097,1,1
68.934,0.6263,0.1584,1,0
47.862,0.417,0.8915,1,0
102.151,0.6849,1.1174,0,2
48.913,0.5503,1.2908,1,0
50.152,0.5606,1.1741,0,2
94.102,0.444,0.2034,0,2
205.74,1.6351,0.4857,1,1
370.245,1.4856,3.4513,1,1
58.371,0.6573,1.1131,0,2
57.151,0.5999,1.0655,0,2
60.241,0.5036,0.8186,1,0
162.942,1.4102,3.0289,1,1
64.832,0.394,0.7247,1,0
125.605,0.5647,0.2799,1,0
49.058,0.4585,1.1315,1,0
81.164,0.3267,0.2819,0,2
50.731,0.523,1.0126,1,0
301.927,1.373,2.1105,1,1
123.702,0.9903,0.9807,0,2
78.015,0.5502,0.1253,1,0
183.828,1.4714,2.8499,0,3
332.716,1.3966,0.7572,0,3
84.749,0.5083,0.1254,1,0
250.114,1.6532,2.2823,1,1
233.253,0.9549,1.654,1,1
146.487,0.6165,1.1934,1,0
112.594,0.4796,0.2901,0,2
128.091,0.6001,1.101,0,2
445.739,2.7666,1.6853,0,4
115.41,0.4975,0.855,0,2
58.582,0.3645,0.5943,1,0
359.459,1.4175,2.8318,1,1
220.472,1.4306,2.0538,1,1
165.312,1.8939,1.2983,1,1
95.562,0.4794,0.7006,0,2
43.947,0.431,0.2719,0,2
87.412,0.3627,0.6276,0,2
329.337,3.5158,6.8571,0,4
121.9,1.0,1.0,1,0
51.126,0.4665,0.4255,0,2
41.853,0.6171,0.854,0,2
72.132,0.3651,0.3554,1,0
68.905,0.5989,1.1641,1,0
58.876,0.6018,0.3193,1,0
48.599,0.4587,0.3725,1,0
395.721,1.8863,3.1939,0,3
93.53,0.63,0.8772,0,2
73.801,0.4725,0.2805,1,0
537.268,3.3459,7.8698,0,4
83.117,0.384,0.2633,1,0
65.582,0.6457,1.0744,1,0
54.634,0.4797,0.9932,0,2
611.913,1.7834,1.8355,0,4
127.308,1.4269,2.4461,1,1
344.408,1.4267,0.9109,1,1
116.101,0.5344,1.0441,1,0
96.261,0.7181,0.965,1,0
53.324,0.4222,0.1686,1,0
279.511,1.7348,4.1599,1,1
40.247,0.4702,0.2648,1,0
121.983,0.4941,1.0168,1,0
75.304,0.6318,1.3681,1,0
960.037,4.2446,3.9346,0,4
51.424,0.4848,0.9534,1,0
45.853,0.5028,1.32,0,2
113.507,0.617,1.1947,0,2
121.695,0.5472,0.4586,0,2
377.395,3.6797,9.7196,0,4
523.177,3.6637,10.6261,0,4
199.638,1.4883,0.962,0,3
67.098,0.5263,1.2462,1,0
270.04,1.4262,1.229,0,3
132.102,0.593,0.5104,0,2
154.933,1.6118,0.9702,0,3
48.672,0.4059,0.876,0,2
55.276,0.4281,0.2651,1,0
129.079,1.435,0.8252,1,1
64.587,0.4767,0.8644,0,2
298.777,2.9646,7.3223,0,4
128.915,0.4417,1.1948,0,2
50.755,0.6202,1.2219,1,0
272.619,1.5882,3.0799,1,1
142.487,0.5685,0.9838,1,0
57.16,0.4857,0.8603,0,2
110.018,0.5485,1.0932,1,0
431.02,3.132,6.0864,0,4
166.758,0.7635,1.3883,0,2
72.559,0.4686,0.3992,0,2
83.228,0.3685,0.5736,0,2
370.551,1.5474,3.0855,1,1
52.513,0.4497,0.2626,0,2
340.574,4.2298,5.9564,0,4
173.568,1.3478,3.2361,1,1
45.871,0.5143,1.2071,1,0
135.696,0.5348,1.0164,0,2
84.315,0.6161,0.3012,0,2
52.586,0.4305,0.7877,1,0
319.907,1.4488,1.0624,0,3
282.688,1.058,2.565,1,1
61.205,0.5695,1.3603,0,2
86.666,0.5663,1.5068,0,2
64.852,0.2476,0.5303,0,2
108.997,0.4861,0.316,1,0
61.107,1.0,1.0,1,0
241.413,1.4701,3.4803,1,1
224.931,1.4386,0.8181,0,3
41.22,0.4462,0.3233,0,2
128.373,1.4534,3.2155,0,3
151.359,1.5739,2.9373,0,3
90.465,0.3844,0.6509,0,2
126.349,0.5175,1.0705,1,0
59.595,0.4666,0.9725,1,0
143.852,1.4959,3.1099,0,3
59.32,0.5234,1.012,0,2
360.959,1.5915,3.3974,0,3
212.944,1.324,2.9661,0,3
41.732,0.5151,0.8545,1,0
44.897,0.3825,0.9097,0,2
232.193,2.0599,2.292,1,1
424.17,1.7627,4.8057,0,3
115.818,1.3128,1.0363,0,3
207.55,1.6386,0.9807,0,3
153.522,0.6593,0.5929,0,2
73.864,0.5059,0.3566,1,0
134.3,1.2147,1.709,1,1
48.474,0.538,0.7908,0,2
60.897,0.6523,0.3499,0,2
155.679,1.3172,2.1223,1,1
46.306,0.4937,1.4535,1,0
218.406,1.3345,2.9518,0,3
52.985,0.4663,0.9533,1,0
156.349,1.7464,1.0882,0,3
245.68,1.6116,3.1695,1,1
129.688,1.573,0.8593,1,1
45.542,0.4275,0.3345,0,2
425.011,2.0432,3.7778,0,3
370.846,1.6299,0.4767,1,1
106.057,0.6956,1.421,1,0
187.332,1.7409,3.4578,1,1
43.899,0.4537,0.2729,0,2
39.355,0.4335,0.702,1,0
357.235,1.4607,3.6999,1,1
234.914,1.5736,3.0924,1,1
52.592,0.429,1.1896,0,2
122.03,1.5026,2.6631,1,1
72.202,0.5714,1.2282,1,0
359.617,1.651,2.6574,1,1
96.177,0.8203,0.4316,1,0
47.733,1.1019,1.0566,1,0
59.495,0.5147,0.2901,0,2
56.943,0.55,0.3366,0,2
221.776,1.8914,3.4259,1,1
125.768,0.5418,0.9634,0,2
56.352,0.5926,0.1633,1,0
120.021,1.2644,1.0866,1,1
89.245,0.5789,0.8623,0,2
640.017,3.0884,2.9956,0,4
172.59,1.5236,4.374,0,3
69.955,0.844,0.3541,0,2
64.726,0.7603,0.4493,1,0
37.487,0.4214,0.7394,0,2
83.223,0.5495,1.1649,1,0
66.155,0.4011,0.8319,0,2
145.335,0.5885,0.9524,1,0
123.875,0.5329,1.1446,0,2
37.924,0.3885,0.9057,1,0
41.345,0.5102,0.3351,0,2
225.057,1.8899,2.584,0,3
792.352,3.0754,7.6407,0,4
285.257,1.3768,1.0261,1,1
101.017,0.4194,0.3176,0,2
116.855,0.5308,0.9949,0,2
59.833,0.5038,0.2917,1,0
428.285,1.8535,0.4358,1,1
67.103,0.5997,0.9074,1,0
108.14,0.4773,1.0971,1,0
348.39,1.634,2.894,0,3
102.233,0.5612,0.806,1,0
132.405,1.4331,0.9449,0,3
135.239,1.4402,4.418,1,1
85.866,0.6099,1.2038,0,2
48.887,0.4719,1.1639,0,2
368.683,3.5518,2.6882,0,4
51.226,0.4363,0.2888,1,0
194.02,1.9044,3.1931,0,3
157.684,1.6227,2.9801,0,3
84.805,0.3402,0.2437,0,2
140.527,1.5722,1.3108,1,1
383.627,4.1799,7.9099,0,4
63.707,0.5212,1.185,0,2
89.037,0.4351,0.2876,0,2
771.698,2.9674,5.8893,0,4
63.699,0.6165,0.9772,0,2
161.085,1.5149,3.1546,1,1
135.992,0.6255,0.383,0,2
53.188,0.4743,0.9549,0,2
62.521,0.3781,0.2317,1,0
57.695,0.5803,1.0998,0,2
171.919,1.6697,3.2462,1,1
115.556,0.4896,1.0885,1,0
180.18,1.5847,3.3125,0,3
114.044,0.5081,0.885,0,2
116.072,0.5374,1.1332,1,0
70.109,0.608,0.3862,0,2
205.256,1.4964,3.7921,1,1
56.524,0.6555,0.3106,0,2
398.807,1.7841,2.9291,1,1
120.675,0.5733,0.1421,1,0
43.213,0.4149,0.7328,1,0
50.705,0.5608,0.4679,1,0
167.275,1.5414,3.5337,1,1
54.171,0.6008,0.8454,1,0
129.821,1.5084,0.7978,1,1
206.248,1.5826,3.4069,1,1
225.918,1.4714,0.3569,1,1
61.497,0.4485,1.5552,0,2
64.195,0.405,0.1967,1,0
110.781,1.0713,0.6909,0,3
217.097,1.562,2.4774,1,1
135.239,0.5804,0.1526,1,0
49.991,0.4421,1.1325,1,0
38.34,0.4053,0.3838,1,0
71.462,0.4673,1.2137,0,2
77.915,0.4776,0.9146,0,2
79.107,0.6083,0.2723,1,0
389.722,1.1847,3.3573,1,1
175.26,1.5167,1.3524,0,3
49.888,0.3536,0.2662,0,2
145.666,1.6963,2.7961,1,1
44.534,0.5206,1.7556,1,0
108.831,0.4757,0.2815,1,0
410.496,1.5945,1.0324,1,1
54.196,0.5944,1.1492,0,2
178.171,1.2721,3.6423,1,1
61.474,0.5153,0.8492,0,2
159.305,1.899,3.5078,0,3
126.205,1.2768,0.7887,0,3
491.04,1.0,1.0,1,1
164.29,1.2508,2.5573,1,1
355.632,1.2205,3.028,1,1
47.977,0.5048,0.3064,0,2
129.55,0.5904,0.9026,0,2
58.15,0.6724,1.0757,1,0
49.711,0.5024,0.872,0,2
143.523,0.6479,0.2114,1,0
43.794,0.4495,0.9086,0,2
45.308,0.5104,0.2463,0,2
141.646,1.2902,0.8829,0,3
359.449,1.5823,2.726,1,1
324.298,1.0497,2.4826,1,1
57.621,0.4764,0.1641,1,0
55.326,0.6501,1.0903,1,0
147.826,0.6585,0.3643,0,2
155.853,1.7067,2.5902,1,1
196.806,1.7139,3.4067,1,1
208.75,1.7392,3.7549,1,1
67.237,0.6889,1.0683,0,2
106.223,0.6783,0.3998,1,0
206.014,1.6737,1.4156,0,3
46.661,0.4831,0.1073,1,0
45.26,0.4718,1.3035,0,2
51.837,0.5513,0.3772,0,2
334.394,1.3788,3.2605,1,1
94.103,0.5622,0.9079,0,2
128.975,0.5878,1.3443,0,2
146.609,0.7775,1.2711,1,0
60.465,0.5098,0.5097,0,2
108.841,0.4605,1.1797,0,2
90.708,0.5683,0.4388,0,2
38.36,0.4001,0.253,0,2
242.861,1.2412,3.0409,1,1
179.232,1.4203,3.697,1,1
324.947,1.4256,2.9862,1,1
56.163,0.5466,0.3918,1,0
70.505,0.6277,0.3933,0,2
155.843,1.082,1.0075,1,1
56.308,0.4588,0.1601,1,0
35.992,0.3688,0.8874,0,2
43.509,0.4587,0.2497,0,2
55.056,1.2168,1.5536,0,2
313.162,3.3268,2.8028,0,4
128.627,1.0823,2.6115,0,3
121.126,0.5266,0.4239,1,0
114.239,0.5157,1.0187,0,2
67.412,0.4176,0.7787,0,2
69.832,0.4524,0.1295,1,0
89.773,0.7585,0.1913,1,0
62.842,0.5853,0.3979,1,0
641.819,3.7719,9.752,0,4
268.813,1.8015,3.8871,1,1
47.805,0.5987,0.8479,0,2
93.659,0.5663,1.1383,0,2
138.989,0.5131,0.3437,1,0
63.218,0.5562,0.8224,1,0
45.69,0.424,0.2691,0,2
153.639,0.8374,1.2679,1,0
53.825,0.4479,0.1444,1,0
264.152,1.6382,3.6268,1,1
51.518,0.6322,1.0659,1,0
404.841,1.6003,0.9221,1,1
63.039,0.5409,0.45,0,2
162.343,1.3047,0.8776,1,1
103.046,0.5648,1.3591,0,2
288.156,1.7785,3.8891,1,1
144.762,1.4742,3.0401,1,1
57.742,0.639,0.7065,0,2
74.509,0.7559,0.3843,0,2
368.007,1.5789,4.1136,0,3
128.133,1.7406,2.7309,1,1
110.56,0.4581,0.7701,0,2
64.424,0.5444,0.3613,1,0
47.61,0.5209,0.2893,1,0
193.977,1.2619,1.8184,1,1
110.488,0.5973,1.0091,1,0
56.183,0.4825,0.2585,0,2
177.986,1.4319,2.6336,1,1
80.241,0.4938,1.0869,1,0
288.081,1.8292,0.9376,0,3
117.134,0.491,1.3957,0,2
986.6,5.1217,8.9958,0,4
65.214,0.4408,0.2271,0,2
65.925,1.0692,1.1488,0,2
113.165,0.5403,0.2448,0,2
65.032,0.7485,0.4193,1,0
49.153,0.4818,0.7547,1,0
39.251,0.5106,1.362,1,0
107.432,0.7109,0.3512,0,2
170.261,1.7752,3.445,1,1
61.083,0.6315,1.5089,1,0
135.559,0.558,1.1466,1,0
65.245,0.6078,0.9997,1,0
80.062,0.505,0.9284,1,0
78.635,0.488,0.3308,0,2
47.183,0.4632,1.0847,1,0
72.049,0.4048,0.9527,1,0
211.817,1.1978,0.7564,1,1
372.191,1.6255,0.9944,1,1
461.772,3.3457,2.3817,0,4
